symbol,direction,entry_date,entry_time_et,expiration,dte,short,long,width,opt,short_delta,credit,raw_mid,slip_leg,qty,spot,ivr,iv_used,regime,leadership,exit_date,exit_time_et,exit_cost,exit_reason,pnl
GOOGL,bearish,2025-04-04,14:35,2025-04-11,7,155.0,157.5,2.5,C,0.2458,0.67,0.77,0.05,2,148.58,100.0,0.4175,DOWN,DEFENSIVE_LED,2025-04-07,08:30,0.4,tp,51.4
GOOGL,bearish,2025-04-16,13:35,2025-04-25,9,160.0,162.5,2.5,C,0.2354,0.71,0.81,0.05,2,153.3209,75.0,0.3531,DOWN,DEFENSIVE_LED,2025-04-21,08:30,0.44,tp,51.4
AMZN,bearish,2025-04-21,12:05,2025-05-02,11,175.0,177.5,2.5,C,0.2493,0.67,0.77,0.05,2,165.9504,79.4,0.4181,DOWN,DEFENSIVE_LED,2025-04-22,09:05,1.4,stop,-148.6
GOOGL,bearish,2025-04-21,13:55,2025-05-02,11,152.5,155.0,2.5,C,0.2473,0.75,0.85,0.05,2,146.1501,47.1,0.3331,DOWN,DEFENSIVE_LED,2025-04-23,08:30,1.49,stop,-150.6
META,bullish,2025-04-25,11:55,2025-05-02,7,520,510,10,P,-0.2478,2.8,2.95,0.075,1,545.345,84.2,0.5434,CHOP,DEFENSIVE_LED,2025-04-30,08:30,3.4,time_exit_2dte,-61.3
AMZN,bullish,2025-04-30,11:20,2025-05-09,9,175.0,172.5,2.5,P,-0.2478,0.75,0.85,0.05,2,181.44,43.9,0.3634,CHOP,CYCLICAL_LED,2025-05-01,08:30,0.5,tp,47.4
AMZN,bullish,2025-05-01,12:25,2025-05-09,8,180.0,177.5,2.5,P,-0.1953,0.68,0.78,0.05,2,190.3533,90.5,0.4666,CHOP,CYCLICAL_LED,2025-05-02,08:30,0.45,tp,43.4
GOOGL,bullish,2025-07-17,09:50,2025-07-25,8,175.0,172.5,2.5,P,-0.2013,0.63,0.73,0.05,2,182.1287,83.3,0.3405,UP,CYCLICAL_LED,2025-07-21,08:30,0.46,tp,31.4
TSLA,bullish,2025-07-22,09:35,2025-08-01,10,310,305,5,P,-0.2477,1.25,1.35,0.05,1,330.635,68.3,0.6302,UP,CYCLICAL_LED,2025-07-24,08:30,3.05,stop,-181.3
META,bullish,2025-07-22,10:10,2025-08-01,10,670,660,10,P,-0.187,2.69,2.84,0.075,1,705.9646,83.3,0.377,UP,CYCLICAL_LED,2025-07-24,08:45,1.75,tp,92.7
GOOGL,bullish,2025-07-23,13:35,2025-08-01,9,182.5,180.0,2.5,P,-0.192,0.63,0.73,0.05,2,190.445,70.0,0.3297,UP,CYCLICAL_LED,2025-07-24,08:30,0.23,tp,77.4
AMZN,bullish,2025-07-25,11:05,2025-08-01,7,225,220,5,P,-0.241,1.33,1.43,0.05,1,232.2212,86.7,0.345,UP,CYCLICAL_LED,2025-07-30,08:30,1.75,time_exit_2dte,-43.3
META,bullish,2025-07-25,14:00,2025-08-01,7,690,680,10,P,-0.2045,2.85,3,0.075,1,716.655,58.3,0.3492,UP,CYCLICAL_LED,2025-07-30,08:30,4.44,time_exit_2dte,-160.3
SPY,bullish,2025-08-06,12:10,2025-08-15,9,640,630,10,P,-0.1926,4.84,4.94,0.05,1,652.9064999999999,36.7,0.1568,CHOP,DEFENSIVE_LED,2025-08-11,11:05,2.95,tp,187.7
QQQ,bullish,2025-08-26,10:40,2025-09-05,10,590,580,10,P,-0.2074,8.315,8.415,0.05,2,605.0247825,78.3,0.1995,UP,DEFENSIVE_LED,2025-09-03,08:30,9.835,time_exit_2dte,-306.6
