symbol,direction,entry_date,entry_time_et,expiration,dte,short,long,width,opt,short_delta,credit,raw_mid,slip_leg,qty,spot,ivr,iv_used,regime,leadership,exit_date,exit_time_et,exit_cost,exit_reason,pnl
AMZN,bearish,2025-11-18,13:30,2025-11-28,10,230,235,5,C,0.3499,1.29,1.39,0.05,1,223.76,100.0,0.3806,DOWN,DEFENSIVE_LED,2025-11-20,12:30,0.74,tp,53.7
TSLA,bullish,2025-11-26,10:40,2025-12-05,9,410,405,5,P,-0.3415,1.75,1.85,0.05,1,420.99,0.0,0.4728,UP,DEFENSIVE_LED,2025-11-28,09:45,0.83,tp,90.7
AMZN,bearish,2025-11-25,09:50,2025-12-05,10,230,235,5,C,0.3293,1.47,1.57,0.05,1,223.9452,36.7,0.3278,DOWN,DEFENSIVE_LED,2025-12-02,11:00,3.9,stop,-244.3
GOOGL,bullish,2025-11-26,09:35,2025-12-05,9,315,310,5,P,-0.3407,1.29,1.39,0.05,1,321.575,58.3,0.3629,UP,DEFENSIVE_LED,2025-12-03,09:30,1.53,time_exit_2dte,-25.3
META,bullish,2025-12-01,10:25,2025-12-12,11,630,620,10,P,-0.3179,2.875,3.025,0.075,1,644.365,5.0,0.3081,UP,DEFENSIVE_LED,2025-12-04,09:30,1.165,tp,169.7
TSLA,bullish,2025-12-03,13:45,2025-12-12,9,430,425,5,P,-0.3329,1.34,1.44,0.05,1,443.8101,10.0,0.5343,UP,DEFENSIVE_LED,2025-12-05,10:20,0.75,tp,57.7
TSLA,bullish,2025-12-08,14:25,2025-12-19,11,420,415,5,P,-0.3115,1.34,1.44,0.05,1,436.575,5.0,0.5167,UP,DEFENSIVE_LED,2025-12-09,13:00,0.7,tp,62.7
NVDA,bullish,2025-12-10,15:05,2025-12-19,9,180.0,177.5,2.5,P,-0.3465,0.64,0.74,0.05,2,184.475,55.0,0.4552,UP,DEFENSIVE_LED,2025-12-12,11:30,1.89,stop,-252.6
TSLA,bullish,2025-12-09,14:35,2025-12-19,10,435,430,5,P,-0.3255,1.41,1.51,0.05,1,449.0749,0.0,0.4849,UP,CYCLICAL_LED,2025-12-15,09:30,0.45,tp,94.7
META,bullish,2025-12-10,11:40,2025-12-19,9,640,630,10,P,-0.3487,2.56,2.71,0.075,1,652.825,45.0,0.3708,UP,DEFENSIVE_LED,2025-12-16,14:05,1.4,tp,114.7
META,bullish,2026-01-02,11:00,2026-01-09,7,640,630,10,P,-0.3462,2.58,2.73,0.075,1,650.905,11.7,0.345,CHOP,CYCLICAL_LED,2026-01-05,09:40,1.175,tp,139.2
TSLA,bullish,2025-12-29,09:30,2026-01-09,11,455,450,5,P,-0.3436,1.75,1.85,0.05,1,468.6449,6.7,0.495,UP,CYCLICAL_LED,2026-01-06,10:55,4.56,stop,-282.3
META,bullish,2026-01-20,11:20,2026-01-30,10,590,580,10,P,-0.268,3.1,3.25,0.075,1,610.6105,45.0,0.365,UP,CYCLICAL_LED,2026-01-22,10:25,1.68,tp,140.7
TSLA,bullish,2026-01-20,13:40,2026-01-30,10,410,405,5,P,-0.3245,1.58,1.68,0.05,1,423.9927,33.3,0.5088,UP,CYCLICAL_LED,2026-01-22,12:35,0.85,tp,71.7
META,bullish,2026-01-22,11:15,2026-01-30,8,620,610,10,P,-0.3079,3.5,3.65,0.075,1,635.9099,66.7,0.3752,CHOP,DEFENSIVE_LED,2026-01-23,14:15,1.9,tp,158.7
AAPL,bullish,2026-01-20,12:50,2026-01-30,10,245,240,5,P,-0.3013,1.35,1.45,0.05,1,250.285,76.7,0.2738,UP,CYCLICAL_LED,2026-01-27,09:30,0.51,tp,82.7
MSFT,bullish,2026-01-26,09:55,2026-02-06,11,455,450,5,P,-0.2819,1.42,1.52,0.05,1,468.41,96.7,0.3186,UP,DEFENSIVE_LED,2026-01-29,09:35,3.74,stop,-233.3
AAPL,bullish,2026-01-27,09:30,2026-02-06,10,255,250,5,P,-0.3483,1.295,1.395,0.05,1,258.7601,56.7,0.2602,UP,DEFENSIVE_LED,2026-02-02,09:45,0.71,tp,57.2
GOOGL,bullish,2026-01-30,09:35,2026-02-06,7,325,320,5,P,-0.2895,1.8,1.9,0.05,1,333.6013,60.0,0.368,UP,DEFENSIVE_LED,2026-02-02,10:20,0.99,tp,79.7
AMZN,bullish,2026-01-26,10:50,2026-02-06,11,230,225,5,P,-0.2345,1.31,1.41,0.05,1,239.7813,80.0,0.3574,UP,DEFENSIVE_LED,2026-02-04,09:30,1.85,time_exit_2dte,-55.3
GOOGL,bullish,2026-02-02,12:30,2026-02-13,11,335,330,5,P,-0.3482,1.69,1.79,0.05,1,342.0103,18.3,0.3535,UP,DEFENSIVE_LED,2026-02-05,09:30,7.55,stop,-587.3
TSLA,bullish,2026-02-04,09:40,2026-02-13,9,410,405,5,P,-0.3342,1.25,1.35,0.05,1,422.575,46.7,0.5142,CHOP,DEFENSIVE_LED,2026-02-05,09:30,4.25,stop,-301.3
NVDA,bullish,2026-02-03,09:30,2026-02-13,10,180.0,177.5,2.5,P,-0.3143,0.96,1.06,0.05,3,185.9861,75.0,0.4602,UP,DEFENSIVE_LED,2026-02-09,09:30,0.55,tp,119.1
QQQ,bearish,2026-02-06,09:30,2026-02-13,7,610,620,10,C,0.3426,3.425,3.525,0.05,1,600.19,90.0,0.2618,DOWN,DEFENSIVE_LED,2026-02-11,09:30,6.325,time_exit_2dte,-291.3
NVDA,bullish,2026-02-12,14:40,2026-02-20,8,185.0,182.5,2.5,P,-0.3436,0.64,0.74,0.05,2,189.5855,81.7,0.4676,UP,DEFENSIVE_LED,2026-02-17,09:55,1.71,stop,-216.6
AMZN,bearish,2026-02-17,09:50,2026-02-27,10,202.5,205.0,2.5,C,0.3499,0.74,0.84,0.05,2,197.185,80.0,0.3684,DOWN,DEFENSIVE_LED,2026-02-20,10:05,2.35,stop,-324.6
META,bearish,2026-02-18,12:30,2026-02-27,9,660,670,10,C,0.3282,2.56,2.71,0.075,1,641.4003,75.0,0.3693,DOWN,DEFENSIVE_LED,2026-02-23,15:05,1.42,tp,112.7
AAPL,bullish,2026-02-23,09:40,2026-03-06,11,260.0,257.5,2.5,P,-0.2949,0.72,0.82,0.05,2,266.2145,80.0,0.2795,UP,DEFENSIVE_LED,2026-02-24,09:35,0.41,tp,59.4
IWM,bullish,2026-02-23,12:15,2026-03-06,11,255.0,252.0,3.0,P,-0.3462,0.76,0.86,0.05,2,259.0043,91.7,0.2617,UP,DEFENSIVE_LED,2026-02-25,09:30,0.42,tp,65.4
AAPL,bearish,2026-02-24,09:40,2026-03-06,10,280.0,282.5,2.5,C,0.3185,0.65,0.75,0.05,2,271.305,100.0,0.3647,DOWN,DEFENSIVE_LED,2026-02-27,09:30,0.38,tp,51.4
META,bearish,2026-02-24,10:35,2026-03-06,10,652.5,660.0,7.5,C,0.3486,2.4,2.55,0.075,1,635.67,58.3,0.3591,DOWN,DEFENSIVE_LED,2026-03-04,09:30,5.35,time_exit_2dte,-296.3
TSLA,bullish,2026-02-25,11:05,2026-03-06,9,405,400,5,P,-0.3354,1.26,1.36,0.05,1,415.365,0.0,0.4292,CHOP,DEFENSIVE_LED,2026-03-02,09:30,3.27,stop,-202.3
GOOGL,bullish,2026-02-27,11:40,2026-03-06,7,302.5,300.0,2.5,P,-0.3389,0.63,0.73,0.05,2,308.18,43.3,0.36,UP,DEFENSIVE_LED,2026-03-03,10:05,1.68,stop,-212.6
