,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA
2025-03-05,235.74000549316406,208.36000061035156,173.02000427246094,208.47000122070312,656.469970703125,401.0199890136719,117.30000305175781,502.010009765625,583.0599975585938,279.1000061035156
2025-03-06,235.3300018310547,200.6999969482422,172.35000610351562,205.27999877929688,627.9299926757812,396.8900146484375,110.56999969482422,488.20001220703125,572.7100219726562,263.45001220703125
2025-03-07,239.07000732421875,199.25,173.86000061035156,205.9499969482422,625.6599731445312,393.30999755859375,112.69000244140625,491.7900085449219,575.9199829101562,262.6700134277344
2025-03-10,227.47999572753906,194.5399932861328,165.8699951171875,200.77000427246094,597.989990234375,380.1600036621094,106.9800033569336,472.7300109863281,560.5800170898438,222.14999389648438
2025-03-11,220.83999633789062,196.58999633789062,164.0399932861328,200.75,605.7100219726562,380.45001220703125,108.76000213623047,471.6000061035156,555.9199829101562,230.5800018310547
2025-03-12,216.97999572753906,198.88999938964844,167.11000061035156,201.10000610351562,619.5599975585938,383.2699890136719,115.73999786376953,476.9200134277344,558.8699951171875,248.08999633789062
2025-03-13,209.67999267578125,193.88999938964844,162.75999450683594,198.10000610351562,590.6400146484375,378.7699890136719,115.58000183105469,468.3399963378906,551.4199829101562,240.67999267578125
2025-03-14,213.49000549316406,197.9499969482422,165.49000549316406,202.88999938964844,607.5999755859375,388.55999755859375,121.66999816894531,479.6600036621094,562.8099975585938,249.97999572753906
2025-03-17,214.0,195.74000549316406,164.2899932861328,205.4499969482422,604.9000244140625,388.70001220703125,119.52999877929688,482.7699890136719,567.1500244140625,238.00999450683594
2025-03-18,212.69000244140625,192.82000732421875,160.6699981689453,203.2100067138672,582.3599853515625,383.5199890136719,115.43000030517578,474.5400085449219,561.02001953125,225.30999755859375
2025-03-19,215.24000549316406,195.5399932861328,163.88999938964844,206.3699951171875,584.0599975585938,387.82000732421875,117.5199966430664,480.8900146484375,567.1300048828125,235.86000061035156
2025-03-20,214.10000610351562,194.9499969482422,162.8000030517578,205.05999755859375,586.0,386.8399963378906,118.52999877929688,479.260009765625,565.489990234375,236.25999450683594
2025-03-21,218.27000427246094,196.2100067138672,163.99000549316406,203.7899932861328,596.25,391.260009765625,117.69999694824219,480.8399963378906,563.97998046875,248.7100067138672
2025-03-24,220.72999572753906,203.25999450683594,167.67999267578125,208.86000061035156,618.8499755859375,393.0799865722656,121.41000366210938,490.6600036621094,574.0800170898438,278.3900146484375
2025-03-25,223.75,205.7100067138672,170.55999755859375,207.6999969482422,626.3099975585938,395.1600036621094,120.69000244140625,493.4599914550781,575.4600219726562,288.1400146484375
2025-03-26,221.52999877929688,201.1300048828125,165.05999755859375,205.58999633789062,610.97998046875,389.9700012207031,113.76000213623047,484.3800048828125,568.5900268554688,272.05999755859375
2025-03-27,223.85000610351562,201.36000061035156,162.24000549316406,204.61000061035156,602.5800170898438,390.5799865722656,111.43000030517578,481.6199951171875,567.0800170898438,273.1300048828125
2025-03-28,217.89999389648438,192.72000122070312,154.3300018310547,200.4499969482422,576.739990234375,378.79998779296875,109.66999816894531,468.94000244140625,555.6599731445312,263.54998779296875
2025-03-31,222.1300048828125,190.25999450683594,154.63999938964844,199.49000549316406,576.3599853515625,375.3900146484375,108.37999725341797,468.9200134277344,559.3900146484375,259.1600036621094
2025-04-01,223.19000244140625,192.1699981689453,157.07000732421875,199.50999450683594,586.0,382.19000244140625,110.1500015258789,472.70001220703125,560.969970703125,268.4599914550781
2025-04-02,223.88999938964844,196.00999450683594,157.0399932861328,202.66000366210938,583.9299926757812,382.1400146484375,110.41999816894531,476.1499938964844,564.52001953125,282.760009765625
2025-04-03,203.19000244140625,178.41000366210938,150.72000122070312,189.64999389648438,531.6199951171875,373.1099853515625,101.80000305175781,450.6600036621094,536.7000122070312,267.2799987792969
2025-04-04,188.3800048828125,171.0,145.60000610351562,181.19000244140625,504.7300109863281,359.8399963378906,94.30999755859375,422.6700134277344,505.2799987792969,239.42999267578125
2025-04-07,181.4600067138672,175.25999450683594,146.75,179.5500030517578,516.25,357.8599853515625,97.63999938964844,423.69000244140625,504.3800048828125,233.2899932861328
2025-04-08,172.4199981689453,170.66000366210938,144.6999969482422,174.82000732421875,510.45001220703125,354.55999755859375,96.30000305175781,416.05999755859375,496.4800109863281,221.86000061035156
2025-04-09,198.85000610351562,191.10000610351562,158.7100067138672,189.67999267578125,585.77001953125,390.489990234375,114.33000183105469,466.0,548.6199951171875,272.20001220703125
2025-04-10,190.4199981689453,181.22000122070312,152.82000732421875,181.7100067138672,546.2899780273438,381.3500061035156,107.56999969482422,446.17999267578125,524.5800170898438,252.39999389648438
2025-04-11,198.14999389648438,184.8699951171875,157.13999938964844,184.36000061035156,543.5700073242188,388.45001220703125,110.93000030517578,454.3999938964844,533.9400024414062,252.30999755859375
2025-04-14,202.52000427246094,182.1199951171875,159.07000732421875,186.52999877929688,531.47998046875,387.80999755859375,110.70999908447266,457.4800109863281,539.1199951171875,252.35000610351562
