Date,Symbol,Type,Premium,Spot Price,Strike Price,Price,Bid,Ask,Contracts,Open Interest,Order Type,Expiring,Golden Sweep,Highly Unusual,Unusual,Aggressive,Sales Flow,Bid/Ask,Delta,IV,ExpiryDate,BidAskSpread,ExpiresInDays
2025-03-07 16:33:37,SPX,CALL,122930.0,5689.6258,5710,19.2078,19.2,19.3,64,277,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,TB,0.389,0.5512,2025-03-07,0.1,0
2025-03-07 16:33:36,SPX,PUT,163270.0,5689.6258,5685,25.5109,25.5,25.7,64,1067,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,TB,-0.4712,0.5471,2025-03-07,0.2,0
2025-03-07 16:33:34,SPX,CALL,103500.0,5887.6337,7150,20.7,20.7,21.2,50,258,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,B,0.0712,0.1239,2026-03-20,0.5,378
2025-03-07 16:33:34,QQQ,CALL,114000.0,483.325,488,1.14,1.14,1.15,1000,2362,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,0.2622,0.6296,2025-03-07,0.01,0
2025-03-07 16:33:33,QQQ,CALL,495980.0,483.425,500,19.8392,19.66,19.89,250,1234,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,TA,0.4597,0.2267,2025-06-30,0.23,115
2025-03-07 16:33:30,XLF,PUT,224644.0,48.4051,47.5,0.4494,0.43,0.44,4999,1118,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,AA,-0.3182,0.309,2025-03-14,0.01,7
2025-03-07 16:33:20,SPY,PUT,465491.0,567.9251,570,9.1632,9.17,9.21,508,15190,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,BB,-0.5233,0.2645,2025-03-14,0.04,7
2025-03-07 16:33:17,PLTR,CALL,167905.0,80.5645,55,25.8315,25.8,26.05,65,3561,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,TB,0.9787,1.0065,2025-03-21,0.25,14
2025-03-07 16:33:14,SPY,CALL,250734.0,567.7541,575,12.4743,12.48,12.53,201,8610,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,BB,0.4558,0.1978,2025-04-17,0.05,41
2025-03-07 16:33:11,ABBV,PUT,109235.0,212.89,190,6.3509,5.95,6.55,172,410,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,TA,-0.2416,0.2666,2025-09-19,0.6,196
