strategy,symbol,structure,entry_date,entry_time_et,expiration,dte,legs,deltas,spot,sigma,credit,debit,qty,slip_leg,n_aligned_bars,exit_date,exit_time_et,exit_cost,exit_reason,pnl
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-07-07,10:00,2025-08-15,39,SP610 / LP595,put_short=-0.290,623.65,0.1562,2.5,,1,0.05,579,2025-07-23,11:50,1.27,tp,121.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-07-14,10:15,2025-08-29,46,SP610 / LP595,put_short=-0.293,622.67,0.1425,2.58,,1,0.05,380,2025-07-28,09:30,1.24,tp,132.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-08-04,10:00,2025-09-19,46,SP615 / LP600,put_short=-0.312,629.01,0.1728,2.46,,1,0.05,843,2025-08-14,09:35,1.28,tp,116.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-07-28,10:00,2025-09-19,53,SP625 / LP610,put_short=-0.307,637.45,0.1445,2.49,,1,0.05,975,2025-08-27,10:25,1.34,tp,113.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-08-11,10:00,2025-09-19,39,SP625 / LP610,put_short=-0.277,637.69,0.1336,2.26,,1,0.05,625,2025-08-29,09:30,1.16,time_exit_21dte,108.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-08-25,10:00,2025-10-17,53,SP630 / LP615,put_short=-0.294,644.34,0.1482,2.42,,1,0.05,785,2025-09-15,09:30,1.2,tp,120.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-09-08,10:00,2025-10-17,39,SP635 / LP620,put_short=-0.288,648.37,0.1464,2.36,,1,0.05,556,2025-09-18,09:35,1.27,tp,107.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-09-15,10:00,2025-10-31,46,SP645 / LP630,put_short=-0.290,660.65,0.1588,2.24,,1,0.05,557,2025-10-07,09:30,1.2,tp,102.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-09-29,10:05,2025-11-21,53,SP645 / LP630,put_short=-0.282,664.52,0.1754,2.12,,1,0.05,777,2025-10-27,09:30,0.8,tp,130.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-10-13,10:00,2025-11-21,39,SP645 / LP630,put_short=-0.290,662.88,0.1881,2.41,,1,0.05,513,2025-10-27,09:30,0.8,tp,159.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-10-06,10:00,2025-11-21,46,SP655 / LP640,put_short=-0.282,670.01,0.1449,2.34,,1,0.05,770,2025-10-28,09:30,1.02,tp,130.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-10-27,10:00,2025-12-19,53,SP670 / LP655,put_short=-0.313,683.08,0.1476,2.66,,1,0.05,808,2025-11-28,09:30,2.61,time_exit_21dte,3.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-11-03,10:00,2025-12-19,46,SP665 / LP650,put_short=-0.280,682.53,0.1614,2.7,,1,0.05,652,2025-11-28,09:30,1.65,time_exit_21dte,103.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-11-10,10:00,2025-12-19,39,SP660 / LP645,put_short=-0.282,678.54,0.1814,2.33,,1,0.05,555,2025-11-28,09:35,1.83,time_exit_21dte,48.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-12-01,10:00,2026-01-16,46,SP665 / LP650,put_short=-0.292,681.45,0.1637,2.69,,1,0.05,634,2025-12-23,09:30,1.35,tp,132.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-12-08,10:00,2026-01-16,39,SP670 / LP655,put_short=-0.290,685.44,0.1601,2.36,,1,0.05,478,2025-12-24,10:25,1.28,tp,106.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-12-15,10:10,2026-01-30,46,SP670 / LP655,put_short=-0.316,682.43,0.1499,2.9,,1,0.05,374,2026-01-06,09:55,1.53,tp,135.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2025-12-29,10:00,2026-02-20,53,SP675 / LP660,put_short=-0.300,687.56,0.1315,2.7,,1,0.05,777,2026-01-28,09:40,1.44,tp,124.7
p4_spy_45dte_putspread_noivr,SPY,bull_put,2026-01-05,10:00,2026-02-20,46,SP675 / LP660,put_short=-0.315,687.06,0.1447,2.61,,1,0.05,651,2026-01-30,09:30,1.965,time_exit_21dte,63.2
p4_spy_45dte_putspread_noivr,SPY,bull_put,2026-01-12,10:05,2026-02-20,39,SP680 / LP665,put_short=-0.291,693.63,0.1427,2.35,,1,0.05,521,2026-01-30,09:30,2.335,time_exit_21dte,0.2
p4_spy_45dte_putspread_noivr,SPY,bull_put,2026-02-02,10:00,2026-03-20,46,SP680 / LP665,put_short=-0.320,692.7,0.1551,2.69,,1,0.05,685,2026-02-27,09:30,3.74,time_exit_21dte,-106.3
p4_spy_45dte_putspread_noivr,SPY,bull_put,2026-02-09,10:00,2026-03-20,39,SP675 / LP660,put_short=-0.297,690.4,0.1659,2.66,,1,0.05,597,2026-02-27,09:30,3.18,time_exit_21dte,-53.3
