strategy,symbol,structure,entry_date,entry_time_et,expiration,dte,legs,deltas,spot,sigma,credit,debit,qty,slip_leg,n_aligned_bars,exit_date,exit_time_et,exit_cost,exit_reason,pnl
spy_condor_weekly,SPY,iron_condor,2025-03-10,11:00,2025-03-14,4,SP553 / LP542 / SC576 / LC588,put_short=-0.205 call_short=0.206,563.94,0.2368,4.24,,1,0.05,65,2025-03-14,16:00,0.0,expiration_intrinsic,421.4
spy_condor_weekly,SPY,iron_condor,2025-03-17,11:00,2025-03-21,4,SP553 / LP542 / SC576 / LC587,put_short=-0.198 call_short=0.200,563.98,0.2301,2.35,,1,0.05,56,2025-03-21,16:00,0.0,expiration_intrinsic,232.4
spy_condor_weekly,SPY,iron_condor,2025-03-24,11:05,2025-03-28,4,SP563 / LP553 / SC585 / LC595,put_short=-0.191 call_short=0.195,573.55,0.211,1.105,,1,0.05,21,2025-03-28,16:00,7.34,expiration_intrinsic,-626.1
spy_condor_weekly,SPY,iron_condor,2025-03-31,11:00,2025-04-04,4,SP541 / LP531 / SC563 / LC573,put_short=-0.191 call_short=0.197,551.6,0.2203,3.2,,1,0.05,51,2025-04-04,16:00,10.0,expiration_intrinsic,-682.6
spy_condor_weekly,SPY,iron_condor,2025-04-07,11:05,2025-04-11,4,SP490 / LP474 / SC524 / LC541,put_short=-0.203 call_short=0.199,505.91,0.3826,8.64,,1,0.05,30,2025-04-11,16:00,9.94,expiration_intrinsic,-132.6
spy_condor_weekly,SPY,iron_condor,2025-04-14,11:00,2025-04-17,3,SP528 / LP513 / SC559 / LC574,put_short=-0.205 call_short=0.195,542.42,0.3741,2.76,,1,0.05,27,2025-04-17,16:00,1.59,expiration_intrinsic,114.4
spy_condor_weekly,SPY,iron_condor,2025-04-21,11:05,2025-04-25,4,SP503 / LP491 / SC528 / LC540,put_short=-0.206 call_short=0.195,514.6,0.2759,4.01,,1,0.05,27,2025-04-25,16:00,12.0,expiration_intrinsic,-801.6
spy_condor_weekly,SPY,iron_condor,2025-04-28,11:05,2025-05-02,4,SP539 / LP528 / SC563 / LC575,put_short=-0.201 call_short=0.205,550.53,0.2504,2.825,,1,0.05,26,2025-05-02,16:00,3.76,expiration_intrinsic,-96.1
spy_condor_weekly,SPY,iron_condor,2025-05-05,11:05,2025-05-09,4,SP554 / LP544 / SC577 / LC588,put_short=-0.192 call_short=0.194,565,0.2245,1.99,,1,0.05,26,2025-05-09,16:00,0.0,expiration_intrinsic,196.4
spy_condor_weekly,SPY,iron_condor,2025-05-12,11:05,2025-05-16,4,SP569 / LP559 / SC590 / LC601,put_short=-0.202 call_short=0.205,579.05,0.2085,1.79,,1,0.05,20,2025-05-16,16:00,4.2,expiration_intrinsic,-243.6
spy_condor_weekly,SPY,iron_condor,2025-05-19,11:00,2025-05-23,4,SP584 / LP576 / SC601 / LC610,put_short=-0.208 call_short=0.206,592.01,0.1678,2.025,,1,0.05,28,2025-05-23,16:00,4.89,expiration_intrinsic,-289.1
spy_condor_weekly,SPY,iron_condor,2025-06-02,11:00,2025-06-06,4,SP580 / LP572 / SC599 / LC608,put_short=-0.191 call_short=0.206,589.33,0.1816,2.025,,1,0.05,24,2025-06-06,16:00,0.14,expiration_intrinsic,185.9
spy_condor_weekly,SPY,iron_condor,2025-06-09,11:00,2025-06-13,4,SP592 / LP585 / SC607 / LC615,put_short=-0.189 call_short=0.215,599.51,0.1431,1.81,,1,0.05,31,2025-06-13,16:00,0.0,expiration_intrinsic,178.4
spy_condor_weekly,SPY,iron_condor,2025-06-16,11:00,2025-06-20,4,SP595 / LP585 / SC614 / LC624,put_short=-0.211 call_short=0.207,603.92,0.1855,1.255,,1,0.05,8,2025-06-20,16:00,0.72,expiration_intrinsic,50.9
