strategy,symbol,structure,entry_date,entry_time_et,expiration,dte,legs,deltas,spot,sigma,credit,debit,qty,slip_leg,n_aligned_bars,exit_date,exit_time_et,exit_cost,exit_reason,pnl
spy_condor_weekly,SPY,iron_condor,2025-06-23,11:00,2025-06-27,4,SP588 / LP579 / SC606 / LC615,put_short=-0.211 call_short=0.207,596.47,0.1777,1.495,,1,0.05,29,2025-06-27,16:00,8.91,expiration_intrinsic,-744.1
spy_condor_weekly,SPY,iron_condor,2025-06-30,11:00,2025-07-03,3,SP609 / LP603 / SC623 / LC630,put_short=-0.192 call_short=0.215,616.01,0.1511,1.105,,1,0.05,30,2025-07-03,16:00,2.34,expiration_intrinsic,-126.1
spy_condor_weekly,SPY,iron_condor,2025-07-07,11:00,2025-07-11,4,SP614 / LP606 / SC631 / LC640,put_short=-0.199 call_short=0.205,622.16,0.1562,1.495,,1,0.05,27,2025-07-11,16:00,0.0,expiration_intrinsic,146.9
spy_condor_weekly,SPY,iron_condor,2025-07-14,11:00,2025-07-18,4,SP616 / LP609 / SC632 / LC639,put_short=-0.198 call_short=0.192,623.48,0.1425,1.1,,1,0.05,24,2025-07-18,16:00,0.0,expiration_intrinsic,107.4
spy_condor_weekly,SPY,iron_condor,2025-08-04,11:05,2025-08-08,4,SP620 / LP611 / SC639 / LC649,put_short=-0.198 call_short=0.206,629.18,0.1728,1.215,,1,0.05,9,2025-08-08,16:00,0.0,expiration_intrinsic,118.9
spy_condor_weekly,SPY,iron_condor,2025-08-18,11:15,2025-08-22,4,SP635 / LP627 / SC652 / LC661,put_short=-0.196 call_short=0.206,643.23,0.1508,0.925,,1,0.05,10,2025-08-22,16:00,0.0,expiration_intrinsic,89.9
spy_condor_weekly,SPY,iron_condor,2025-08-25,11:15,2025-08-29,4,SP636 / LP629 / SC653 / LC662,put_short=-0.187 call_short=0.208,644.42,0.1482,0.93,,1,0.05,18,2025-08-29,16:00,0.0,expiration_intrinsic,90.4
spy_condor_weekly,SPY,iron_condor,2025-09-15,11:00,2025-09-19,4,SP652 / LP644 / SC671 / LC680,put_short=-0.195 call_short=0.192,660.95,0.1588,0.855,,1,0.05,26,2025-09-19,16:00,0.0,expiration_intrinsic,82.9
spy_condor_weekly,SPY,iron_condor,2025-09-22,11:00,2025-09-26,4,SP657 / LP649 / SC674 / LC682,put_short=-0.201 call_short=0.200,665.02,0.1454,0.75,,1,0.05,12,2025-09-26,16:00,0.0,expiration_intrinsic,72.4
spy_condor_weekly,SPY,iron_condor,2025-09-29,11:00,2025-10-03,4,SP655 / LP645 / SC675 / LC685,put_short=-0.207 call_short=0.206,664.46,0.1754,0.66,,1,0.05,31,2025-10-03,16:00,0.0,expiration_intrinsic,63.4
spy_condor_weekly,SPY,iron_condor,2025-10-06,11:10,2025-10-10,4,SP663 / LP655 / SC680 / LC688,put_short=-0.210 call_short=0.194,670.76,0.1449,0.78,,1,0.05,8,2025-10-10,16:00,8.0,expiration_intrinsic,-724.6
spy_condor_weekly,SPY,iron_condor,2025-10-13,11:05,2025-10-17,4,SP650 / LP640 / SC672 / LC682,put_short=-0.204 call_short=0.194,660.22,0.1881,1.965,,1,0.05,28,2025-10-17,16:00,0.0,expiration_intrinsic,193.9
spy_condor_weekly,SPY,iron_condor,2025-10-27,11:05,2025-10-31,4,SP674 / LP666 / SC692 / LC701,put_short=-0.192 call_short=0.201,682.69,0.1476,1.35,,1,0.05,35,2025-10-31,16:00,0.0,expiration_intrinsic,132.4
spy_condor_weekly,SPY,iron_condor,2025-11-03,11:25,2025-11-07,4,SP673 / LP664 / SC693 / LC702,put_short=-0.196 call_short=0.190,682.38,0.1614,1.36,,1,0.05,26,2025-11-07,16:00,2.03,expiration_intrinsic,-69.6
spy_condor_weekly,SPY,iron_condor,2025-11-10,11:00,2025-11-14,4,SP666 / LP656 / SC688 / LC698,put_short=-0.201 call_short=0.191,676.24,0.1814,1.27,,1,0.05,26,2025-11-14,16:00,0.0,expiration_intrinsic,124.4
spy_condor_weekly,SPY,iron_condor,2025-11-17,11:00,2025-11-21,4,SP660 / LP650 / SC682 / LC693,put_short=-0.199 call_short=0.210,670.71,0.1898,2.775,,1,0.05,17,2025-11-21,16:00,0.97,expiration_intrinsic,177.9
spy_condor_weekly,SPY,iron_condor,2025-12-01,11:05,2025-12-05,4,SP672 / LP663 / SC692 / LC702,put_short=-0.193 call_short=0.200,681.64,0.1637,1.21,,1,0.05,9,2025-12-05,16:00,0.0,expiration_intrinsic,118.4
spy_condor_weekly,SPY,iron_condor,2025-12-08,11:00,2025-12-12,4,SP675 / LP666 / SC694 / LC703,put_short=-0.211 call_short=0.196,683.7,0.1601,1.845,,1,0.05,14,2025-12-12,16:00,0.0,expiration_intrinsic,181.9
spy_condor_weekly,SPY,iron_condor,2025-12-15,11:00,2025-12-19,4,SP673 / LP664 / SC691 / LC699,put_short=-0.210 call_short=0.191,681.15,0.1499,1.86,,1,0.05,38,2025-12-19,16:00,0.0,expiration_intrinsic,183.4
spy_condor_weekly,SPY,iron_condor,2025-12-22,11:00,2025-12-26,4,SP676 / LP667 / SC693 / LC701,put_short=-0.214 call_short=0.192,683.65,0.1426,0.23,,1,0.05,4,2025-12-26,16:00,0.0,expiration_intrinsic,20.4
spy_condor_weekly,SPY,iron_condor,2026-01-05,11:00,2026-01-09,4,SP680 / LP672 / SC698 / LC706,put_short=-0.200 call_short=0.189,688.32,0.1447,0.875,,1,0.05,12,2026-01-09,16:00,0.0,expiration_intrinsic,84.9
spy_condor_weekly,SPY,iron_condor,2026-01-12,11:00,2026-01-16,4,SP686 / LP677 / SC703 / LC712,put_short=-0.210 call_short=0.203,693.91,0.1427,1.06,,1,0.05,15,2026-01-16,16:00,0.0,expiration_intrinsic,103.4
spy_condor_weekly,SPY,iron_condor,2026-02-02,11:00,2026-02-06,4,SP686 / LP677 / SC705 / LC714,put_short=-0.207 call_short=0.193,694.73,0.1551,1.425,,1,0.05,10,2026-02-06,16:00,0.0,expiration_intrinsic,139.9
spy_condor_weekly,SPY,iron_condor,2026-02-09,11:00,2026-02-13,4,SP685 / LP675 / SC705 / LC715,put_short=-0.209 call_short=0.198,694.24,0.1659,1.23,,1,0.05,19,2026-02-13,16:00,3.25,expiration_intrinsic,-204.6
spy_condor_weekly,SPY,iron_condor,2026-02-23,11:00,2026-02-27,4,SP672 / LP662 / SC694 / LC704,put_short=-0.201 call_short=0.193,682.26,0.1804,2.73,,1,0.05,57,2026-02-27,16:00,0.0,expiration_intrinsic,270.4
