symbol,direction,entry_date,entry_time_et,expiration,dte,short,long,width,opt,short_delta,credit,raw_mid,slip_leg,qty,spot,ivr,iv_used,regime,leadership,exit_date,exit_time_et,exit_cost,exit_reason,pnl
GOOGL,bearish,2025-04-21,11:05,2025-05-02,11,150.0,152.5,2.5,C,0.3491,0.93,1.03,0.05,3,146.23,47.1,0.3331,DOWN,DEFENSIVE_LED,2025-04-23,08:30,1.98,stop,-318.9
AMZN,bearish,2025-04-22,12:50,2025-05-02,10,180.0,182.5,2.5,C,0.3002,0.8,0.9,0.05,2,173.0151,77.1,0.415,DOWN,DEFENSIVE_LED,2025-04-23,08:55,1.85,stop,-212.6
MSFT,bearish,2025-04-21,09:50,2025-05-02,11,370,375,5,C,0.3377,1.775,1.875,0.05,1,360.4547,79.4,0.3197,DOWN,DEFENSIVE_LED,2025-04-25,08:30,3.825,stop,-206.3
IWM,bearish,2025-04-24,11:45,2025-05-02,8,197.5,200.0,2.5,C,0.3228,0.69,0.79,0.05,2,192.77,70.3,0.3246,DOWN,DEFENSIVE_LED,2025-04-30,08:30,0.4,time_exit_2dte,55.4
QQQ,bearish,2025-04-24,13:15,2025-05-02,8,475,480,5,C,0.3395,1.71,1.81,0.05,1,465.9955,43.2,0.282,DOWN,DEFENSIVE_LED,2025-04-30,08:30,1.38,time_exit_2dte,31.7
META,bullish,2025-04-30,11:15,2025-05-09,9,520,510,10,P,-0.3188,3.23,3.38,0.075,1,540.32,90.2,0.5915,CHOP,CYCLICAL_LED,2025-05-01,08:30,0.51,tp,270.7
AMZN,bullish,2025-05-01,09:35,2025-05-09,8,182.5,180.0,2.5,P,-0.3031,0.72,0.82,0.05,2,189.19,97.6,0.524,CHOP,CYCLICAL_LED,2025-05-02,11:15,0.35,tp,71.4
AMZN,bullish,2025-05-06,11:20,2025-05-16,10,182.5,180.0,2.5,P,-0.2974,0.63,0.73,0.05,2,187.73,35.6,0.3544,UP,CYCLICAL_LED,2025-05-08,08:35,0.35,tp,53.4
AAPL,bullish,2025-05-05,10:35,2025-05-16,11,195.0,192.5,2.5,P,-0.3376,0.66,0.76,0.05,2,198.9144,45.5,0.3121,UP,CYCLICAL_LED,2025-05-12,08:30,0.19,tp,91.4
META,bullish,2025-07-16,11:05,2025-07-25,9,690,680,10,P,-0.3398,2.75,2.9,0.075,1,704.015,53.3,0.3504,UP,CYCLICAL_LED,2025-07-21,08:45,1.16,tp,157.7
GOOGL,bullish,2025-07-15,09:30,2025-07-25,10,177.5,175.0,2.5,P,-0.2764,0.77,0.87,0.05,2,183.115,81.7,0.3463,UP,CYCLICAL_LED,2025-07-22,12:30,0.4,tp,71.4
TSLA,bullish,2025-07-22,09:35,2025-08-01,10,315,310,5,P,-0.2986,1.6,1.7,0.05,1,330.635,68.3,0.6302,UP,CYCLICAL_LED,2025-07-24,08:30,3.425,stop,-183.8
GOOGL,bullish,2025-07-22,13:35,2025-08-01,10,185.0,182.5,2.5,P,-0.293,0.73,0.83,0.05,2,190.8853,98.3,0.3834,UP,CYCLICAL_LED,2025-07-24,08:30,0.27,tp,89.4
AMZN,bullish,2025-07-22,12:25,2025-08-01,10,220,215,5,P,-0.267,1.32,1.42,0.05,1,227.4389,86.7,0.3515,UP,CYCLICAL_LED,2025-07-30,08:30,1.01,time_exit_2dte,29.7
META,bullish,2025-07-24,13:15,2025-08-01,8,700,690,10,P,-0.3201,3.6,3.75,0.075,1,717.035,90.0,0.3851,UP,CYCLICAL_LED,2025-07-30,08:30,4.91,time_exit_2dte,-132.3
AMZN,bullish,2025-07-30,11:10,2025-08-08,9,225,220,5,P,-0.3368,1.58,1.68,0.05,1,230.2595,100.0,0.3951,UP,CYCLICAL_LED,2025-08-01,08:30,3.56,stop,-199.3
SPY,bullish,2025-08-06,12:10,2025-08-15,9,640,630,10,P,-0.1926,4.84,4.94,0.05,1,652.9064999999999,36.7,0.1568,CHOP,DEFENSIVE_LED,2025-08-12,10:05,2.03,tp,279.7
GOOGL,bullish,2025-08-12,14:40,2025-08-22,10,200,195,5,P,-0.3418,1.3,1.4,0.05,1,203.91,70.0,0.327,UP,DEFENSIVE_LED,2025-08-20,08:30,1.91,time_exit_2dte,-62.3
NVDA,bullish,2025-08-19,13:35,2025-08-29,10,170.0,167.5,2.5,P,-0.2774,0.71,0.81,0.05,2,176.495,61.7,0.4211,UP,DEFENSIVE_LED,2025-08-20,09:05,1.67,stop,-194.6
IWM,bullish,2025-08-21,14:25,2025-08-29,8,225,220,5,P,-0.3303,1.43,1.53,0.05,1,228.31097,86.7,0.2504,UP,DEFENSIVE_LED,2025-08-27,08:35,0.12,time_exit_2dte,129.7
SPY,bullish,2025-08-22,10:10,2025-08-29,7,650,640,10,P,-0.2916,3.805,3.905,0.05,1,656.92813,38.3,0.1539,CHOP,DEFENSIVE_LED,2025-08-27,08:30,4.58,time_exit_2dte,-78.8
QQQ,bullish,2025-08-26,10:40,2025-09-05,10,590,580,10,P,-0.2074,8.315,8.415,0.05,2,605.0247825,78.3,0.1995,UP,DEFENSIVE_LED,2025-09-03,08:30,9.835,time_exit_2dte,-306.6
