strategy,symbol,structure,entry_date,entry_time_et,expiration,dte,legs,deltas,spot,sigma,credit,debit,qty,slip_leg,n_aligned_bars,exit_date,exit_time_et,exit_cost,exit_reason,pnl
spy_condor_weekly,SPY,iron_condor,2025-03-10,11:00,2025-03-14,4,SP553 / LP542 / SC576 / LC588,put_short=-0.205 call_short=0.206,563.94,0.2368,4.04,,1,0.1,65,2025-03-14,16:00,0.0,expiration_intrinsic,401.4
spy_condor_weekly,SPY,iron_condor,2025-03-17,11:00,2025-03-21,4,SP553 / LP542 / SC576 / LC587,put_short=-0.198 call_short=0.200,563.98,0.2301,2.15,,1,0.1,56,2025-03-21,16:00,0.0,expiration_intrinsic,212.4
spy_condor_weekly,SPY,iron_condor,2025-03-24,11:05,2025-03-28,4,SP563 / LP553 / SC585 / LC595,put_short=-0.191 call_short=0.195,573.55,0.211,0.905,,1,0.1,21,2025-03-28,16:00,7.34,expiration_intrinsic,-646.1
spy_condor_weekly,SPY,iron_condor,2025-03-31,11:00,2025-04-04,4,SP541 / LP531 / SC563 / LC573,put_short=-0.191 call_short=0.197,551.6,0.2203,3.0,,1,0.1,51,2025-04-04,16:00,10.0,expiration_intrinsic,-702.6
spy_condor_weekly,SPY,iron_condor,2025-04-07,11:05,2025-04-11,4,SP490 / LP474 / SC524 / LC541,put_short=-0.203 call_short=0.199,505.91,0.3826,8.44,,1,0.1,30,2025-04-11,16:00,9.94,expiration_intrinsic,-152.6
spy_condor_weekly,SPY,iron_condor,2025-04-14,11:00,2025-04-17,3,SP528 / LP513 / SC559 / LC574,put_short=-0.205 call_short=0.195,542.42,0.3741,2.56,,1,0.1,27,2025-04-17,16:00,1.59,expiration_intrinsic,94.4
spy_condor_weekly,SPY,iron_condor,2025-04-21,11:05,2025-04-25,4,SP503 / LP491 / SC528 / LC540,put_short=-0.206 call_short=0.195,514.6,0.2759,3.81,,1,0.1,27,2025-04-25,16:00,12.0,expiration_intrinsic,-821.6
spy_condor_weekly,SPY,iron_condor,2025-04-28,11:05,2025-05-02,4,SP539 / LP528 / SC563 / LC575,put_short=-0.201 call_short=0.205,550.53,0.2504,2.625,,1,0.1,26,2025-05-02,16:00,3.76,expiration_intrinsic,-116.1
spy_condor_weekly,SPY,iron_condor,2025-05-05,11:05,2025-05-09,4,SP554 / LP544 / SC577 / LC588,put_short=-0.192 call_short=0.194,565,0.2245,1.79,,1,0.1,26,2025-05-09,16:00,0.0,expiration_intrinsic,176.4
spy_condor_weekly,SPY,iron_condor,2025-05-12,11:05,2025-05-16,4,SP569 / LP559 / SC590 / LC601,put_short=-0.202 call_short=0.205,579.05,0.2085,1.59,,1,0.1,20,2025-05-16,16:00,4.2,expiration_intrinsic,-263.6
spy_condor_weekly,SPY,iron_condor,2025-05-19,11:00,2025-05-23,4,SP584 / LP576 / SC601 / LC610,put_short=-0.208 call_short=0.206,592.01,0.1678,1.825,,1,0.1,28,2025-05-23,16:00,4.89,expiration_intrinsic,-309.1
spy_condor_weekly,SPY,iron_condor,2025-06-02,11:00,2025-06-06,4,SP580 / LP572 / SC599 / LC608,put_short=-0.191 call_short=0.206,589.33,0.1816,1.825,,1,0.1,24,2025-06-06,16:00,0.14,expiration_intrinsic,165.9
spy_condor_weekly,SPY,iron_condor,2025-06-09,11:00,2025-06-13,4,SP592 / LP585 / SC607 / LC615,put_short=-0.189 call_short=0.215,599.51,0.1431,1.61,,1,0.1,31,2025-06-13,16:00,0.0,expiration_intrinsic,158.4
spy_condor_weekly,SPY,iron_condor,2025-06-16,11:00,2025-06-20,4,SP595 / LP585 / SC614 / LC624,put_short=-0.211 call_short=0.207,603.92,0.1855,1.055,,1,0.1,8,2025-06-20,16:00,0.72,expiration_intrinsic,30.9
spy_condor_weekly,SPY,iron_condor,2025-06-23,11:00,2025-06-27,4,SP588 / LP579 / SC606 / LC615,put_short=-0.211 call_short=0.207,596.47,0.1777,1.295,,1,0.1,29,2025-06-27,16:00,8.91,expiration_intrinsic,-764.1
spy_condor_weekly,SPY,iron_condor,2025-06-30,11:00,2025-07-03,3,SP609 / LP603 / SC623 / LC630,put_short=-0.192 call_short=0.215,616.01,0.1511,0.905,,1,0.1,30,2025-07-03,16:00,2.34,expiration_intrinsic,-146.1
spy_condor_weekly,SPY,iron_condor,2025-07-07,11:00,2025-07-11,4,SP614 / LP606 / SC631 / LC640,put_short=-0.199 call_short=0.205,622.16,0.1562,1.295,,1,0.1,27,2025-07-11,16:00,0.0,expiration_intrinsic,126.9
spy_condor_weekly,SPY,iron_condor,2025-07-14,11:00,2025-07-18,4,SP616 / LP609 / SC632 / LC639,put_short=-0.198 call_short=0.192,623.48,0.1425,0.9,,1,0.1,24,2025-07-18,16:00,0.0,expiration_intrinsic,87.4
spy_condor_weekly,SPY,iron_condor,2025-08-04,11:05,2025-08-08,4,SP620 / LP611 / SC639 / LC649,put_short=-0.198 call_short=0.206,629.18,0.1728,1.015,,1,0.1,9,2025-08-08,16:00,0.0,expiration_intrinsic,98.9
spy_condor_weekly,SPY,iron_condor,2025-08-18,11:15,2025-08-22,4,SP635 / LP627 / SC652 / LC661,put_short=-0.196 call_short=0.206,643.23,0.1508,0.725,,1,0.1,10,2025-08-22,16:00,0.0,expiration_intrinsic,69.9
spy_condor_weekly,SPY,iron_condor,2025-08-25,11:15,2025-08-29,4,SP636 / LP629 / SC653 / LC662,put_short=-0.187 call_short=0.208,644.42,0.1482,0.73,,1,0.1,18,2025-08-29,16:00,0.0,expiration_intrinsic,70.4
spy_condor_weekly,SPY,iron_condor,2025-09-15,11:00,2025-09-19,4,SP652 / LP644 / SC671 / LC680,put_short=-0.195 call_short=0.192,660.95,0.1588,0.655,,1,0.1,26,2025-09-19,16:00,0.0,expiration_intrinsic,62.9
spy_condor_weekly,SPY,iron_condor,2025-09-22,11:00,2025-09-26,4,SP657 / LP649 / SC674 / LC682,put_short=-0.201 call_short=0.200,665.02,0.1454,0.55,,1,0.1,12,2025-09-26,16:00,0.0,expiration_intrinsic,52.4
spy_condor_weekly,SPY,iron_condor,2025-09-29,11:00,2025-10-03,4,SP655 / LP645 / SC675 / LC685,put_short=-0.207 call_short=0.206,664.46,0.1754,0.46,,1,0.1,31,2025-10-03,16:00,0.0,expiration_intrinsic,43.4
spy_condor_weekly,SPY,iron_condor,2025-10-06,11:10,2025-10-10,4,SP663 / LP655 / SC680 / LC688,put_short=-0.210 call_short=0.194,670.76,0.1449,0.58,,1,0.1,8,2025-10-10,16:00,8.0,expiration_intrinsic,-744.6
spy_condor_weekly,SPY,iron_condor,2025-10-13,11:05,2025-10-17,4,SP650 / LP640 / SC672 / LC682,put_short=-0.204 call_short=0.194,660.22,0.1881,1.765,,1,0.1,28,2025-10-17,16:00,0.0,expiration_intrinsic,173.9
spy_condor_weekly,SPY,iron_condor,2025-10-27,11:05,2025-10-31,4,SP674 / LP666 / SC692 / LC701,put_short=-0.192 call_short=0.201,682.69,0.1476,1.15,,1,0.1,35,2025-10-31,16:00,0.0,expiration_intrinsic,112.4
spy_condor_weekly,SPY,iron_condor,2025-11-03,11:25,2025-11-07,4,SP673 / LP664 / SC693 / LC702,put_short=-0.196 call_short=0.190,682.38,0.1614,1.16,,1,0.1,26,2025-11-07,16:00,2.03,expiration_intrinsic,-89.6
spy_condor_weekly,SPY,iron_condor,2025-11-10,11:00,2025-11-14,4,SP666 / LP656 / SC688 / LC698,put_short=-0.201 call_short=0.191,676.24,0.1814,1.07,,1,0.1,26,2025-11-14,16:00,0.0,expiration_intrinsic,104.4
spy_condor_weekly,SPY,iron_condor,2025-11-17,11:00,2025-11-21,4,SP660 / LP650 / SC682 / LC693,put_short=-0.199 call_short=0.210,670.71,0.1898,2.575,,1,0.1,17,2025-11-21,16:00,0.97,expiration_intrinsic,157.9
spy_condor_weekly,SPY,iron_condor,2025-12-01,11:05,2025-12-05,4,SP672 / LP663 / SC692 / LC702,put_short=-0.193 call_short=0.200,681.64,0.1637,1.01,,1,0.1,9,2025-12-05,16:00,0.0,expiration_intrinsic,98.4
spy_condor_weekly,SPY,iron_condor,2025-12-08,11:00,2025-12-12,4,SP675 / LP666 / SC694 / LC703,put_short=-0.211 call_short=0.196,683.7,0.1601,1.645,,1,0.1,14,2025-12-12,16:00,0.0,expiration_intrinsic,161.9
spy_condor_weekly,SPY,iron_condor,2025-12-15,11:00,2025-12-19,4,SP673 / LP664 / SC691 / LC699,put_short=-0.210 call_short=0.191,681.15,0.1499,1.66,,1,0.1,38,2025-12-19,16:00,0.0,expiration_intrinsic,163.4
spy_condor_weekly,SPY,iron_condor,2025-12-22,11:00,2025-12-26,4,SP676 / LP667 / SC693 / LC701,put_short=-0.214 call_short=0.192,683.65,0.1426,0.03,,1,0.1,4,2025-12-26,16:00,0.0,expiration_intrinsic,0.4
spy_condor_weekly,SPY,iron_condor,2026-01-05,11:00,2026-01-09,4,SP680 / LP672 / SC698 / LC706,put_short=-0.200 call_short=0.189,688.32,0.1447,0.675,,1,0.1,12,2026-01-09,16:00,0.0,expiration_intrinsic,64.9
spy_condor_weekly,SPY,iron_condor,2026-01-12,11:00,2026-01-16,4,SP686 / LP677 / SC703 / LC712,put_short=-0.210 call_short=0.203,693.91,0.1427,0.86,,1,0.1,15,2026-01-16,16:00,0.0,expiration_intrinsic,83.4
spy_condor_weekly,SPY,iron_condor,2026-02-02,11:00,2026-02-06,4,SP686 / LP677 / SC705 / LC714,put_short=-0.207 call_short=0.193,694.73,0.1551,1.225,,1,0.1,10,2026-02-06,16:00,0.0,expiration_intrinsic,119.9
