ticker,open_date,strategy,pnl,win,is_credit,is_bull,width,credit,dte,hold_days,hour,credit_to_width,spot,otm_cushion,cushion_atr,name_vs_sma20,name_vs_sma50,rsi,ret5,rv10,spy_vs_sma20,spy_uptrend,vix,vix_pct,held_through_earnings,days_to_earnings,weekday,max_profit,max_loss,rr,concurrent_open
GLD,2026-04-21,bull_put_spread,-166.48,0,True,True,4.0,1.09,6,6,15.0,0.2725,429.57000732421875,-0.005656802463741862,-0.2957993700129675,-0.0004734883299867265,-0.043867622337104284,49.466349940353695,-0.034869327869345934,0.22320017705961492,0.04764536021283439,1,19.5,0.6330935251798561,0,,Tuesday,109.00000000000001,291.0,2.6697247706422016,4
JNJ,2026-04-21,bull_call_spread,-15.96,0,False,True,2.5,1.11,10,8,13.0,,226.16000366210938,,,-0.05208382225564534,-0.06118330442881892,17.77149467341009,-0.05805915071654022,0.1710866705686417,0.04764536021283439,1,19.5,0.6330935251798561,0,85.0,Tuesday,,,,4
NVDA,2026-04-21,bull_put_spread,30.52,1,True,True,2.5,0.66,6,2,19.0,0.264,199.8800048828125,0.011907168424414794,0.5234890737204728,0.08560522244018309,0.08518616489685571,91.25652872143299,0.017149307771515465,0.23083561344292888,0.04764536021283439,1,19.5,0.6330935251798561,0,29.0,Tuesday,66.0,184.0,2.787878787878788,4
COIN,2026-04-23,bull_put_spread,-38.48,0,True,True,2.5,0.5,8,4,15.0,0.2,197.92999267578125,0.04006463380600916,0.6434444859112206,0.08483025724640259,0.07801366223172912,64.85242160285607,-0.00950812759777575,0.7075704713306709,0.045617079803037086,1,19.309999465942383,0.6170212765957447,0,14.0,Thursday,50.0,200.0,4.0,4
NVDA,2026-04-23,bull_put_spread,30.52,1,True,True,2.5,0.66,6,1,13.0,0.264,199.63999938964844,-0.0018032489052904142,-0.07793429822158453,0.07027498909487573,0.0811173777258023,83.33836320620559,0.006503621106316304,0.25618778351075744,0.045617079803037086,1,19.309999465942383,0.6170212765957447,0,27.0,Thursday,66.0,184.0,2.787878787878788,4
WMT,2026-04-24,bull_put_spread,-74.48,0,True,True,2.0,0.51,7,4,15.0,0.255,129.9199981689453,0.007081266794269544,0.30924301402232945,0.02712081336338157,0.03320538820141716,56.101355175893865,0.018980377795649428,0.1990327603577438,0.04839313905815534,1,18.709999084472656,0.5563380281690141,0,27.0,Friday,51.0,149.0,2.9215686274509802,4
GLD,2026-04-27,bull_put_spread,-44.48,0,True,True,4.0,0.96,7,0,14.0,0.24,429.8900146484375,0.006722683826003596,0.415487420521343,-0.010513076767221241,-0.03805916106645957,48.428305195681176,-0.027596149631326727,0.23686091933371559,0.04398433456616302,1,18.020000457763672,0.5034965034965035,0,,Monday,96.0,304.0,3.1666666666666665,4
GLD,2026-04-27,bear_put_spread,-44.48,0,False,False,4.0,,7,0,,,429.8900146484375,,,-0.010513076767221241,-0.03805916106645957,48.428305195681176,-0.027596149631326727,0.23686091933371559,0.04398433456616302,1,18.020000457763672,0.5034965034965035,0,,Monday,,,,4
NVDA,2026-04-27,bull_put_spread,60.76,1,True,True,2.5,0.61,7,0,16.0,0.244,216.61000061035156,0.05359863615547551,2.061906224709414,0.13504945626698928,0.1669627997270866,88.79712496260625,0.07200833033534293,0.33258011274813737,0.04398433456616302,1,18.020000457763672,0.5034965034965035,0,23.0,Monday,61.0,189.0,3.098360655737705,4
PLTR,2026-04-27,bull_put_spread,-60.48,0,True,True,2.0,0.54,4,2,18.0,0.27,143.10000610351562,0.028651334232297408,0.5437105376751583,0.005021640319343712,-0.010586886855105337,44.20614968581858,-0.019123951592330823,0.5371477092528928,0.04398433456616302,1,18.020000457763672,0.5034965034965035,0,7.0,Monday,54.0,146.0,2.7037037037037037,4
UNH,2026-04-29,bull_put_spread,-77.48,0,True,True,2.5,0.74,9,7,19.0,0.296,370.739990234375,0.015482522483604436,0.5813073074244262,0.1470010555303214,0.24396452482236075,94.30788113788147,0.0487101203774849,0.3542337091243071,0.028165559520519468,1,18.809999465942383,0.5655172413793104,0,78.0,Wednesday,74.0,176.0,2.3783783783783785,2
